起点ID,起点类型,关系名称,终点ID,终点类型,示例
40e475af4709b64a,作者实体,创作,e46594efec53,诗文实体,屈原 → 创作 → 九歌·国殇
02e49b3230281fb0,作者实体,创作,5b5e301c1b9b,诗文实体,贺铸 → 创作 → 鹧鸪天·重过阊门万事非
2e92d630d57b930a,作者实体,创作,8d7eab9265d3,诗文实体,元稹 → 创作 → 遣悲怀三首·其二
23c0589212945272,作者实体,创作,26b87875bd77,诗文实体,纳兰性德 → 创作 → 蝶恋花·辛苦最怜天上月
5863b74b8f306134,作者实体,创作,70b78cce30db,诗文实体,韩愈 → 创作 → 祭十二郎文
07d9cc211bb0b828,作者实体,创作,f32e3a94a000,诗文实体,陆游 → 创作 → 沈园二首·其二
20fdc8052accfa0f,作者实体,创作,ccff49f45809,诗文实体,苏轼 → 创作 → 西江月·梅花
2e92d630d57b930a,作者实体,创作,c20e02dc390a,诗文实体,元稹 → 创作 → 遣悲怀三首·其一
20fdc8052accfa0f,作者实体,创作,958cd1e3c484,诗文实体,苏轼 → 创作 → 临江仙·送王缄
23c0589212945272,作者实体,创作,689770b9b1ee,诗文实体,纳兰性德 → 创作 → 山花子·风絮飘残已化萍
22449bb47af612bd,作者实体,创作,465c026fba47,诗文实体,崔珏 → 创作 → 哭李商隐
aff5205ceacff787,作者实体,创作,24e69d374b9e,诗文实体,李忱 → 创作 → 吊白居易
23c0589212945272,作者实体,创作,48e151a87687,诗文实体,纳兰性德 → 创作 → 南乡子·为亡妇题照
04cd7ba72410cc1a,作者实体,创作,1cc0aae7f75d,诗文实体,杜甫 → 创作 → 咏怀古迹五首·其三
3016aaac9021cb21,作者实体,创作,7b8b53c74b60,诗文实体,阮籍 → 创作 → 咏怀八十二首·其一
04cd7ba72410cc1a,作者实体,创作,ec6251c61e7d,诗文实体,杜甫 → 创作 → 自京赴奉先县咏怀五百字
e6d0942d104e4f71,作者实体,创作,5853b45b56b2,诗文实体,邵雍 → 创作 → 山村咏怀
04cd7ba72410cc1a,作者实体,创作,70e98eb5d973,诗文实体,杜甫 → 创作 → 咏怀古迹五首·其五
04cd7ba72410cc1a,作者实体,创作,37b5405144f1,诗文实体,杜甫 → 创作 → 咏怀古迹五首·其二
07d9cc211bb0b828,作者实体,创作,8ffb6ad3de87,诗文实体,陆游 → 创作 → 鹊桥仙·一竿风月
04cd7ba72410cc1a,作者实体,创作,d87229be0d7a,诗文实体,杜甫 → 创作 → 咏怀古迹五首·其一
c35572fca237617b,作者实体,创作,5bf09ef51713,诗文实体,黄庭坚 → 创作 → 清明
20fdc8052accfa0f,作者实体,创作,c50a844f513d,诗文实体,苏轼 → 创作 → 南乡子·自述
5d7e379ac8cd6289,作者实体,创作,c7a26c8e23c8,诗文实体,白居易 → 创作 → 寒食野望吟
04cd7ba72410cc1a,作者实体,创作,66eebf9f4ab8,诗文实体,杜甫 → 创作 → 咏怀古迹五首·其四
cee151dc103220a6,作者实体,创作,0cc075a8effc,诗文实体,王绩 → 创作 → 赠程处士
a35aad4bb88e02e2,作者实体,创作,fef429e37d1c,诗文实体,刘禹锡 → 创作 → 岁夜咏怀
3016aaac9021cb21,作者实体,创作,4a64bc1db8b9,诗文实体,阮籍 → 创作 → 咏怀八十二首·其七十九
e3d008cd91283516,作者实体,创作,f3d6556dbcad,诗文实体,范仲淹 → 创作 → 岳阳楼记
d0f9c3482ddf79bb,作者实体,创作,12e69f000057,诗文实体,辛弃疾 → 创作 → 永遇乐·京口北固亭怀古
20fdc8052accfa0f,作者实体,创作,85b8792a66ac,诗文实体,苏轼 → 创作 → 江城子·密州出猎
6b78d2f37f0e0dba,作者实体,创作,19f9f352c186,诗文实体,岳飞 → 创作 → 满江红·写怀
04cd7ba72410cc1a,作者实体,创作,89d3a63c6d7f,诗文实体,杜甫 → 创作 → 春望
40e475af4709b64a,作者实体,创作,f5714bcd33e3,诗文实体,屈原 → 创作 → 离骚
d0f9c3482ddf79bb,作者实体,创作,06df643b48ef,诗文实体,辛弃疾 → 创作 → 水龙吟·登建康赏心亭
d0f9c3482ddf79bb,作者实体,创作,3cfc9856b57a,诗文实体,辛弃疾 → 创作 → 南乡子·登京口北固亭有怀
740656f5aa61df2b,作者实体,创作,5796865dca4a,诗文实体,文天祥 → 创作 → 过零丁洋
41d23fab3caaebb9,作者实体,创作,8e8011f614fb,诗文实体,杜牧 → 创作 → 泊秦淮
d0f9c3482ddf79bb,作者实体,创作,958ebfc84111,诗文实体,辛弃疾 → 创作 → 菩萨蛮·书江西造口壁
7ed6717fdf5af955,作者实体,创作,e4cd80aceb52,诗文实体,李清照 → 创作 → 夏日绝句
07d9cc211bb0b828,作者实体,创作,966c8a76211f,诗文实体,陆游 → 创作 → 示儿
07d9cc211bb0b828,作者实体,创作,264d7fe426e8,诗文实体,陆游 → 创作 → 诉衷情·当年万里觅封侯
07d9cc211bb0b828,作者实体,创作,38c4a0c84fe9,诗文实体,陆游 → 创作 → 十一月四日风雨大作二首
572ae82793362e34,作者实体,创作,b0d3f72465ef,诗文实体,崔颢 → 创作 → 黄鹤楼
23c0589212945272,作者实体,创作,0a4d69889c65,诗文实体,纳兰性德 → 创作 → 长相思·山一程
b1729513968fa728,作者实体,创作,720b46d38537,诗文实体,王湾 → 创作 → 次北固山下
293040fc607f40ca,作者实体,创作,c35a60c1a8e2,诗文实体,李白 → 创作 → 静夜思
293040fc607f40ca,作者实体,创作,be1894114330,诗文实体,李白 → 创作 → 春夜洛城闻笛
a374097275e57303,作者实体,创作,d75a706935de,诗文实体,王维 → 创作 → 九月九日忆山东兄弟
ef7bb425006bc7da,作者实体,创作,7cc200edc65e,诗文实体,张九龄 → 创作 → 望月怀远
6453963910204781,作者实体,创作,c72d94b49cc6,诗文实体,佚名 → 创作 → 涉江采芙蓉
b2ec2f06ebe388c4,作者实体,创作,74ecdd7f533b,诗文实体,韦庄 → 创作 → 菩萨蛮·人人尽说江南好
0567c81814818606,作者实体,创作,df14e6fd217b,诗文实体,王安石 → 创作 → 泊船瓜洲
693847157d655402,作者实体,创作,faf9dc70bff2,诗文实体,周邦彦 → 创作 → 苏幕遮·燎沉香
41d23fab3caaebb9,作者实体,创作,0456af8aceec,诗文实体,杜牧 → 创作 → 阿房宫赋
07d9cc211bb0b828,作者实体,创作,2523dc7baa84,诗文实体,陆游 → 创作 → 卜算子·咏梅
20fdc8052accfa0f,作者实体,创作,61aafc0a47a9,诗文实体,苏轼 → 创作 → 水龙吟·次韵章质夫杨花词
0567c81814818606,作者实体,创作,846e626d74d3,诗文实体,王安石 → 创作 → 梅花
e95ee743d1bfebe2,作者实体,创作,e5c9337524b7,诗文实体,郑燮 → 创作 → 竹石
7ed6717fdf5af955,作者实体,创作,d2e8215fe910,诗文实体,李清照 → 创作 → 鹧鸪天·桂花
03329538ad9d73e5,作者实体,创作,e2890c61279c,诗文实体,常建 → 创作 → 题破山寺后禅院
b44a960be8a456f3,作者实体,创作,c6c93895df0a,诗文实体,于谦 → 创作 → 石灰吟
22ccd4dc92f84000,作者实体,创作,82fd6027caf3,诗文实体,王冕 → 创作 → 墨梅
95614e79e23da13f,作者实体,创作,0cf974c0b70a,诗文实体,罗隐 → 创作 → 蜂
40c8626e9d5bf3db,作者实体,创作,2d0c9ade951e,诗文实体,刘桢 → 创作 → 赠从弟·其二
54a2977eb66c86d0,作者实体,创作,c8414cce04e1,诗文实体,虞世南 → 创作 → 蝉
5d7e379ac8cd6289,作者实体,创作,09d31b73b44d,诗文实体,白居易 → 创作 → 长恨歌
e5b1a9cb7e168f43,作者实体,创作,0559b0b0f385,诗文实体,曹植 → 创作 → 洛神赋
0f2226dc96ffd389,作者实体,创作,1a4c484f9364,诗文实体,李商隐 → 创作 → 无题·相见时难别亦难
07d9cc211bb0b828,作者实体,创作,d5ac0bd52789,诗文实体,陆游 → 创作 → 钗头凤·红酥手
35f851f8cabc6a3b,作者实体,创作,f44e79379dd7,诗文实体,唐琬 → 创作 → 钗头凤·世情薄
6453963910204781,作者实体,创作,7f09a756c9c0,诗文实体,佚名 → 创作 → 迢迢牵牛星
a374097275e57303,作者实体,创作,44ba4afb80db,诗文实体,王维 → 创作 → 山居秋暝
c9e5c0645235b73e,作者实体,创作,a537ff195683,诗文实体,陶渊明 → 创作 → 归园田居·其一
c9e5c0645235b73e,作者实体,创作,5b90a9bb5230,诗文实体,陶渊明 → 创作 → 饮酒·其五
c9e5c0645235b73e,作者实体,创作,987458864738,诗文实体,陶渊明 → 创作 → 归去来兮辞
07d9cc211bb0b828,作者实体,创作,09294abb5f67,诗文实体,陆游 → 创作 → 游山西村
a374097275e57303,作者实体,创作,4809b5e7a16a,诗文实体,王维 → 创作 → 竹里馆
a374097275e57303,作者实体,创作,e9b1a8b4def0,诗文实体,王维 → 创作 → 鹿柴
d0f9c3482ddf79bb,作者实体,创作,03e80e28a0c2,诗文实体,辛弃疾 → 创作 → 清平乐·村居
72f19365f16b0f21,作者实体,创作,4a0d548bebb3,诗文实体,孟浩然 → 创作 → 过故人庄
c9e5c0645235b73e,作者实体,创作,a9c118750a79,诗文实体,陶渊明 → 创作 → 归园田居·其三
a6d8a1ee3205c49c,作者实体,创作,6e4b9596b2f3,诗文实体,范成大 → 创作 → 四时田园杂兴·其二十五
a374097275e57303,作者实体,创作,d0c23694485b,诗文实体,王维 → 创作 → 汉江临泛
a374097275e57303,作者实体,创作,b6325c42ea5c,诗文实体,王维 → 创作 → 酌酒与裴迪
293040fc607f40ca,作者实体,创作,047024512325,诗文实体,李白 → 创作 → 下终南山过斛斯山人宿置酒
a374097275e57303,作者实体,创作,b2c5b8e21855,诗文实体,王维 → 创作 → 终南山
a374097275e57303,作者实体,创作,61ac7e419655,诗文实体,王维 → 创作 → 积雨辋川庄作
a374097275e57303,作者实体,创作,8813f91342c8,诗文实体,王维 → 创作 → 渭川田家
a35aad4bb88e02e2,作者实体,创作,eac60a89b973,诗文实体,刘禹锡 → 创作 → 竹枝词二首·其一
6453963910204781,作者实体,创作,495ec34d0ba5,诗文实体,佚名 → 创作 → 饮马长城窟行
06ce6ef3a8e6f907,作者实体,创作,97cbaf7a1964,诗文实体,吕本中 → 创作 → 采桑子·恨君不似江楼月
ca8dd8994e9cfd11,作者实体,创作,f5e589d98dba,诗文实体,卓文君 → 创作 → 诀别书
6453963910204781,作者实体,创作,ad0519f8aa03,诗文实体,佚名 → 创作 → 战城南
067d23adb14203f1,作者实体,创作,94eb5d41fec6,诗文实体,西鄙人 → 创作 → 哥舒歌
6453963910204781,作者实体,创作,e814b38c37b1,诗文实体,佚名 → 创作 → 月儿弯弯照九州
186a305b0d843d46,作者实体,创作,a40af7ba79a0,诗文实体,戴叔伦 → 创作 → 兰溪棹歌
18f575014de02a14,作者实体,创作,a382ca3b15bc,诗文实体,牛希济 → 创作 → 生查子·新月曲如眉
6453963910204781,作者实体,创作,863659d1c3b7,诗文实体,佚名 → 创作 → 陇头歌辞三首
bbdbe1c86678dcfb,作者实体,创作,8d3726cb1d0c,诗文实体,李贤 → 创作 → 黄台瓜辞
81d0662f476a4886,作者实体,创作,8658b61e105e,诗文实体,欧阳修 → 创作 → 渔家傲·近日门前溪水涨
6453963910204781,作者实体,创作,294ee4bb68a3,诗文实体,佚名 → 创作 → 孔雀东南飞
6453963910204781,作者实体,创作,21c484c79935,诗文实体,佚名 → 创作 → 击壤歌
6453963910204781,作者实体,创作,ce67c019d17c,诗文实体,佚名 → 创作 → 弹歌
6453963910204781,作者实体,创作,7454690ac42c,诗文实体,佚名 → 创作 → 匈奴歌
6453963910204781,作者实体,创作,3f264f1aa8b4,诗文实体,佚名 → 创作 → 南风歌
293040fc607f40ca,作者实体,创作,d59ec5d6c91c,诗文实体,李白 → 创作 → 蜀道难
e37a86d1a1dbed0c,作者实体,创作,630c04c81858,诗文实体,曹操 → 创作 → 观沧海
81d0662f476a4886,作者实体,创作,5cbf5b7be38f,诗文实体,欧阳修 → 创作 → 醉翁亭记
293040fc607f40ca,作者实体,创作,62802abab937,诗文实体,李白 → 创作 → 望庐山瀑布
293040fc607f40ca,作者实体,创作,97e6296bfb8d,诗文实体,李白 → 创作 → 望天门山
5994775adaca5dc9,作者实体,创作,e3a32488d62a,诗文实体,郦道元 → 创作 → 三峡
a374097275e57303,作者实体,创作,b6bd9a33dfd7,诗文实体,王维 → 创作 → 画
d6059db7b8d22be0,作者实体,创作,b992d3699612,诗文实体,吴均 → 创作 → 与朱元思书
355935b5f7559d04,作者实体,创作,ce802de625e5,诗文实体,王勃 → 创作 → 滕王阁序
20fdc8052accfa0f,作者实体,创作,5fb51378286c,诗文实体,苏轼 → 创作 → 念奴娇·赤壁怀古
04cd7ba72410cc1a,作者实体,创作,625762a4b089,诗文实体,杜甫 → 创作 → 蜀相
293040fc607f40ca,作者实体,创作,8820c89ca4e5,诗文实体,李白 → 创作 → 登金陵凤凰台
41d23fab3caaebb9,作者实体,创作,3fb397218a1e,诗文实体,杜牧 → 创作 → 赤壁
0567c81814818606,作者实体,创作,17a86f6c536a,诗文实体,王安石 → 创作 → 桂枝香·金陵怀古
a35aad4bb88e02e2,作者实体,创作,8b671db8c10d,诗文实体,刘禹锡 → 创作 → 乌衣巷
ab32c50a60222c25,作者实体,创作,1bd53945715b,诗文实体,张养浩 → 创作 → 山坡羊·潼关怀古
a35aad4bb88e02e2,作者实体,创作,1abc932ae63c,诗文实体,刘禹锡 → 创作 → 西塞山怀古
740656f5aa61df2b,作者实体,创作,8cd2e7482da9,诗文实体,文天祥 → 创作 → 正气歌
2fce5d6cc34e3a00,作者实体,创作,a9a0b6b0eede,诗文实体,刘长卿 → 创作 → 长沙过贾谊宅
540153d446e24597,作者实体,创作,284e20a25958,诗文实体,杨慎 → 创作 → 临江仙·滚滚长江东逝水
41d23fab3caaebb9,作者实体,创作,f901ff46c060,诗文实体,杜牧 → 创作 → 题乌江亭
41d23fab3caaebb9,作者实体,创作,ccf0369362c7,诗文实体,杜牧 → 创作 → 过华清宫绝句三首
c7007819c924df7a,作者实体,创作,ac6684b5da86,诗文实体,卢照邻 → 创作 → 长安古意
b15dd070ea79039a,作者实体,创作,5f6cff2b82eb,诗文实体,左思 → 创作 → 咏史八首·其二
41d23fab3caaebb9,作者实体,创作,c5d649eab603,诗文实体,杜牧 → 创作 → 过华清宫绝句三首·其一
7c7e4797055e2504,作者实体,创作,f84986dafb2d,诗文实体,西晋·李密 → 创作 → 陈情表
20fdc8052accfa0f,作者实体,创作,9d8cc068c549,诗文实体,苏轼 → 创作 → 留侯论
5bed4a6b391e094e,作者实体,创作,c7e28ca4629f,诗文实体,嵇康 → 创作 → 与山巨源绝交书
5d7e379ac8cd6289,作者实体,创作,4f5e854b1169,诗文实体,白居易 → 创作 → 与元九书
f80e62576f5f2976,作者实体,创作,84b55ca77e82,诗文实体,孔稚珪 → 创作 → 北山移文
edf27c49da5ef168,作者实体,创作,e6ea5cd95b75,诗文实体,沈复 → 创作 → 童趣
aa1e17be59466d47,作者实体,创作,3854be8a3c3a,诗文实体,汪琬 → 创作 → 传是楼记
369d326f0ae1ecfd,作者实体,创作,7f757b819625,诗文实体,李陵 → 创作 → 答苏武书
3e56d56a8e8ae235,作者实体,创作,d706382841ad,诗文实体,周密 → 创作 → 观潮
6059e1fd0a621f4a,作者实体,创作,ae9e8f298c16,诗文实体,苏辙 → 创作 → 黄州快哉亭记
81d0662f476a4886,作者实体,创作,7d7c1c66dac1,诗文实体,欧阳修 → 创作 → 丰乐亭记
6a814e248b639051,作者实体,创作,cc644731934b,诗文实体,蒋坦 → 创作 → 秋灯琐忆
d22a4664b7213ff5,作者实体,创作,86d38508c01e,诗文实体,归有光 → 创作 → 寒花葬志
3a3739ecbf78c698,作者实体,创作,2e04bce273e8,诗文实体,袁宏道 → 创作 → 虎丘记
20fdc8052accfa0f,作者实体,创作,330ef1263980,诗文实体,苏轼 → 创作 → 李氏山房藏书记
780c7fd624bda1f7,作者实体,创作,c0a761477b1e,诗文实体,柳宗元 → 创作 → 敌戒
81d0662f476a4886,作者实体,创作,f49d2a146353,诗文实体,欧阳修 → 创作 → 非非堂记
7ed6717fdf5af955,作者实体,创作,f82821b9d569,诗文实体,李清照 → 创作 → 声声慢·寻寻觅觅
274513e0ef9d9d11,作者实体,创作,91843a09f605,诗文实体,温庭筠 → 创作 → 菩萨蛮·小山重叠金明灭
274513e0ef9d9d11,作者实体,创作,6e0fcfd7a813,诗文实体,温庭筠 → 创作 → 望江南·梳洗罢
dd5d4c33d8c4c12a,作者实体,创作,bea0a298570b,诗文实体,王昌龄 → 创作 → 闺怨
6453963910204781,作者实体,创作,33c39ef42500,诗文实体,佚名 → 创作 → 有所思
04cd7ba72410cc1a,作者实体,创作,33daedbc42a1,诗文实体,杜甫 → 创作 → 佳人
d9f2467ff0e36fa7,作者实体,创作,0ff2c1abc208,诗文实体,李璟 → 创作 → 摊破浣溪沙·菡萏香销翠叶残
6453963910204781,作者实体,创作,f1ed977962de,诗文实体,佚名 → 创作 → 青青河畔草
01b0404cb734c4dc,作者实体,创作,76204c44352b,诗文实体,晏几道 → 创作 → 蝶恋花·梦入江南烟水路
293040fc607f40ca,作者实体,创作,ee16df5673bc,诗文实体,李白 → 创作 → 将进酒
0f2226dc96ffd389,作者实体,创作,1921957e6e83,诗文实体,李商隐 → 创作 → 锦瑟
d0f9c3482ddf79bb,作者实体,创作,9822debcdc64,诗文实体,辛弃疾 → 创作 → 破阵子·为陈同甫赋壮词以寄之
293040fc607f40ca,作者实体,创作,3185407c5519,诗文实体,李白 → 创作 → 月下独酌·其一
e188a71cb7b7a92b,作者实体,创作,07be0fb0e7a4,诗文实体,李煜 → 创作 → 浪淘沙令·帘外雨潺潺
293040fc607f40ca,作者实体,创作,62280919c9c5,诗文实体,李白 → 创作 → 闻王昌龄左迁龙标遥有此寄
293040fc607f40ca,作者实体,创作,ba8834731905,诗文实体,李白 → 创作 → 侠客行
293040fc607f40ca,作者实体,创作,22e73d066e9d,诗文实体,李白 → 创作 → 客中作
c1f1f6615ff0335b,作者实体,创作,ee72baa043c8,诗文实体,张志和 → 创作 → 渔歌子·西塞山前白鹭飞
dfd37fd4b7aca2d4,作者实体,创作,5472fd05f090,诗文实体,左丘明 → 创作 → 烛之武退秦师
20fdc8052accfa0f,作者实体,创作,c097c9be570d,诗文实体,苏轼 → 创作 → 惠州一绝
b512647e6bfc6bf2,作者实体,创作,0f6ad3fb3d95,诗文实体,唐寅 → 创作 → 画鸡
293040fc607f40ca,作者实体,创作,709b2d5c7ebf,诗文实体,李白 → 创作 → 赠孟浩然
c9e5c0645235b73e,作者实体,创作,1d296ceb44c3,诗文实体,陶渊明 → 创作 → 五柳先生传
04cd7ba72410cc1a,作者实体,创作,6d92137e47bc,诗文实体,杜甫 → 创作 → 春日忆李白
a35aad4bb88e02e2,作者实体,创作,0bd6e40d1ee5,诗文实体,刘禹锡 → 创作 → 秋词二首
693847157d655402,作者实体,创作,f08c341659b7,诗文实体,周邦彦 → 创作 → 兰陵王·柳
1d0b168586df683c,作者实体,创作,a0290f719b42,诗文实体,曾巩 → 创作 → 咏柳
5d7e379ac8cd6289,作者实体,创作,f4ff6f3abcbc,诗文实体,白居易 → 创作 → 杨柳枝词
0f2226dc96ffd389,作者实体,创作,853e2d78af4a,诗文实体,李商隐 → 创作 → 柳
6f3b119ce325964d,作者实体,创作,7d9b2c7efa2a,诗文实体,鱼玄机 → 创作 → 赋得江边柳
fb9cfab652d4f6e8,作者实体,创作,3377b5463bcc,诗文实体,杨万里 → 创作 → 新柳
d982c1c54f0fe1a9,作者实体,创作,40927edc1744,诗文实体,柳如是 → 创作 → 金明池·咏寒柳
e13cb4c317ea75ed,作者实体,创作,9488a9c708f6,诗文实体,寇准 → 创作 → 柳
274513e0ef9d9d11,作者实体,创作,f75506a56bb6,诗文实体,温庭筠 → 创作 → 杨柳枝八首·其七
20fdc8052accfa0f,作者实体,创作,f17a31e56b85,诗文实体,苏轼 → 创作 → 洞仙歌·咏柳
9a29cfa28122ab21,作者实体,创作,512bcd4b930a,诗文实体,雍裕之 → 创作 → 江边柳
7979db824cffb5c2,作者实体,创作,75d03e6c3642,诗文实体,何希尧 → 创作 → 柳枝词
274513e0ef9d9d11,作者实体,创作,709ca73400bf,诗文实体,温庭筠 → 创作 → 题柳
0f2226dc96ffd389,作者实体,创作,9c02bd36e43b,诗文实体,李商隐 → 创作 → 赠柳
89a3f1c70b41964b,作者实体,创作,3809ce77a757,诗文实体,翁元龙 → 创作 → 醉桃源·柳
23c0589212945272,作者实体,创作,1277187530eb,诗文实体,纳兰性德 → 创作 → 卜算子·新柳
23c0589212945272,作者实体,创作,8e39e3738cdc,诗文实体,纳兰性德 → 创作 → 淡黄柳·咏柳
6f29890205b82bfe,作者实体,创作,68484f63f21d,诗文实体,司空曙 → 创作 → 新柳
7f61fe15f0b4888d,作者实体,创作,baf1f5e8d15b,诗文实体,吴文英 → 创作 → 花心动·柳
d1641a1a4b725f5d,作者实体,创作,4c1364cb1da5,诗文实体,朱熹 → 创作 → 观书有感·其一
d1641a1a4b725f5d,作者实体,创作,dd1c97accf6e,诗文实体,朱熹 → 创作 → 观书有感·其二
b44a960be8a456f3,作者实体,创作,28ff51f6c406,诗文实体,于谦 → 创作 → 观书
04cd7ba72410cc1a,作者实体,创作,5f6d9e83cdbc,诗文实体,杜甫 → 创作 → 奉赠韦左丞丈二十二韵
c9e5c0645235b73e,作者实体,创作,e80463a9d45e,诗文实体,陶渊明 → 创作 → 读山海经·其一
d1641a1a4b725f5d,作者实体,创作,04f7c4ccfa13,诗文实体,朱熹 → 创作 → 古人谈读书
9896951f511f649b,作者实体,创作,0b13effda1b9,诗文实体,陈师道 → 创作 → 绝句·书当快意读易尽
49d2403b99d6845a,作者实体,创作,197c5ff05fcb,诗文实体,晏殊 → 创作 → 清平乐·金风细细
e188a71cb7b7a92b,作者实体,创作,38eea8cb7c42,诗文实体,李煜 → 创作 → 谢新恩·冉冉秋光留不住
484105106030fb5d,作者实体,创作,b8de18a714fd,诗文实体,汪藻 → 创作 → 点绛唇·新月娟娟
693847157d655402,作者实体,创作,14d0f7f4d914,诗文实体,周邦彦 → 创作 → 拜星月慢·夜色催更
02e49b3230281fb0,作者实体,创作,f57362f88d46,诗文实体,贺铸 → 创作 → 天香·烟络横林
25d74e4430543e10,作者实体,创作,b4fa01825520,诗文实体,柳永 → 创作 → 竹马子·登孤垒荒凉
5209d809d2985a34,作者实体,创作,c0e31b8bf7b1,诗文实体,顾夐 → 创作 → 浣溪沙·荷芰风轻帘幕香
2d8e143f45b402a4,作者实体,创作,45eb9ff8539c,诗文实体,冯延巳 → 创作 → 鹊踏枝·萧索清秋珠泪坠
e188a71cb7b7a92b,作者实体,创作,1b064e2039a8,诗文实体,李煜 → 创作 → 采桑子·辘轳金井梧桐晚
a7501f4e9740c231,作者实体,创作,1299f53d68be,诗文实体,蒋捷 → 创作 → 贺新郎·秋晓
868cb426cc617098,作者实体,创作,d2ad0a13cbfe,诗文实体,厉鹗 → 创作 → 谒金门·七月既望湖上雨后作
82fdc08833e709ac,作者实体,创作,f8f84173d519,诗文实体,史达祖 → 创作 → 秋霁·江水苍苍
3e56d56a8e8ae235,作者实体,创作,8de1d073626d,诗文实体,周密 → 创作 → 玉京秋·烟水阔
d8142b95f3936281,作者实体,创作,9c90bca629bb,诗文实体,元好问 → 创作 → 老树
20fdc8052accfa0f,作者实体,创作,4cac23b07849,诗文实体,苏轼 → 创作 → 赤壁赋
293040fc607f40ca,作者实体,创作,870828ca8aaa,诗文实体,李白 → 创作 → 行路难·其一
04cd7ba72410cc1a,作者实体,创作,efec283b31e0,诗文实体,杜甫 → 创作 → 望岳
a35aad4bb88e02e2,作者实体,创作,f6c40e3d4893,诗文实体,刘禹锡 → 创作 → 酬乐天扬州初逢席上见赠
49d2403b99d6845a,作者实体,创作,eda29e11ff49,诗文实体,晏殊 → 创作 → 浣溪沙·一曲新词酒一杯
20fdc8052accfa0f,作者实体,创作,f2f5469a6044,诗文实体,苏轼 → 创作 → 题西林壁
20fdc8052accfa0f,作者实体,创作,a9a16104dd1b,诗文实体,苏轼 → 创作 → 浣溪沙·游蕲水清泉寺
e37a86d1a1dbed0c,作者实体,创作,d78b6331098e,诗文实体,曹操 → 创作 → 龟虽寿
24c83f7c7b33bbde,作者实体,创作,c90ff9ea5a71,诗文实体,王之涣 → 创作 → 登鹳雀楼
25d74e4430543e10,作者实体,创作,4d795944b856,诗文实体,柳永 → 创作 → 雨霖铃·寒蝉凄切
e8a5656a9f005103,作者实体,创作,af279f0cdd95,诗文实体,王羲之 → 创作 → 兰亭集序
293040fc607f40ca,作者实体,创作,c348339f28fd,诗文实体,李白 → 创作 → 送友人
6453963910204781,作者实体,创作,cfa983aabd96,诗文实体,佚名 → 创作 → 行行重行行
81d0662f476a4886,作者实体,创作,a6ac390bd248,诗文实体,欧阳修 → 创作 → 踏莎行·候馆梅残
20fdc8052accfa0f,作者实体,创作,76c8331c8937,诗文实体,苏轼 → 创作 → 阳关曲·中秋月
372613e0fcb3fa2e,作者实体,创作,33199885635a,诗文实体,李贺 → 创作 → 金铜仙人辞汉歌
41d23fab3caaebb9,作者实体,创作,b4fbe7244670,诗文实体,杜牧 → 创作 → 赠别二首·其二
01b0404cb734c4dc,作者实体,创作,b1092a25a924,诗文实体,晏几道 → 创作 → 清平乐·留人不住
dafe0f9b4ec6181f,作者实体,创作,d9a80a0ddc8f,诗文实体,江淹 → 创作 → 别赋
293040fc607f40ca,作者实体,创作,15684c1da05b,诗文实体,李白 → 创作 → 金陵酒肆留别
04cd7ba72410cc1a,作者实体,创作,ce50758cd06d,诗文实体,杜甫 → 创作 → 赠李白
a374097275e57303,作者实体,创作,8d889937d1fe,诗文实体,王维 → 创作 → 杂诗三首·其二
72630c394c78f895,作者实体,创作,cf482f8bf41e,诗文实体,陆凯 → 创作 → 赠范晔诗
7ed6717fdf5af955,作者实体,创作,8482e9aeff67,诗文实体,李清照 → 创作 → 清平乐·年年雪里
7ed6717fdf5af955,作者实体,创作,8cacf9e0bd42,诗文实体,李清照 → 创作 → 临江仙·梅
22ccd4dc92f84000,作者实体,创作,1ad0b1b0aa43,诗文实体,王冕 → 创作 → 白梅
07d9cc211bb0b828,作者实体,创作,53b46be5f768,诗文实体,陆游 → 创作 → 梅花绝句二首·其一
828553f171564081,作者实体,创作,1f31b0a2acae,诗文实体,崔道融 → 创作 → 梅花
7ed6717fdf5af955,作者实体,创作,2d23b7f17f02,诗文实体,李清照 → 创作 → 渔家傲·雪里已知春信至
f7f704b42ece3d51,作者实体,创作,f89e91962a3d,诗文实体,杜耒 → 创作 → 寒夜
dfd37fd4b7aca2d4,作者实体,创作,31e46b58b1ff,诗文实体,左丘明 → 创作 → 郑伯克段于鄢
d22a4664b7213ff5,作者实体,创作,a8fb4f01b418,诗文实体,归有光 → 创作 → 项脊轩志
04cd7ba72410cc1a,作者实体,创作,93ac46de573f,诗文实体,杜甫 → 创作 → 石壕吏
04cd7ba72410cc1a,作者实体,创作,977076fa07f4,诗文实体,杜甫 → 创作 → 兵车行
780c7fd624bda1f7,作者实体,创作,0595b5ed9fb4,诗文实体,柳宗元 → 创作 → 种树郭橐驼传
d0f9c3482ddf79bb,作者实体,创作,5750da07b0e8,诗文实体,辛弃疾 → 创作 → 贺新郎·同父见和再用韵答之
d9a8a7c94e7c748f,作者实体,创作,d4b25931b841,诗文实体,司马迁 → 创作 → 报任安书
34a1d5c4f2332be8,作者实体,创作,2cb43139372e,诗文实体,司马相如 → 创作 → 上林赋
dd5d4c33d8c4c12a,作者实体,创作,30a67e5c53be,诗文实体,王昌龄 → 创作 → 从军行七首
